"Notes"	"ICD Chapter"	"ICD Chapter Code"	"Cause of death"	"Cause of death Code"	"State"	"State Code"	Deaths	Population	Crude Rate
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"California"	"06"	89	37253956	0.2
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"Colorado"	"08"	14	5029196	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"Connecticut"	"09"	12	3574097	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"Florida"	"12"	71	18801310	0.4
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"Georgia"	"13"	25	9687653	0.3
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"Illinois"	"17"	43	12830632	0.3
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"Indiana"	"18"	20	6483802	0.3
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"Iowa"	"19"	11	3046355	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"Kentucky"	"21"	12	4339367	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"Louisiana"	"22"	16	4533372	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"Maryland"	"24"	21	5773552	0.4
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"Massachusetts"	"25"	19	6547629	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"Michigan"	"26"	20	9883640	0.2
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"Minnesota"	"27"	13	5303925	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"Mississippi"	"28"	11	2967297	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"Missouri"	"29"	27	5988927	0.5
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"New Jersey"	"34"	31	8791894	0.4
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"New York"	"36"	70	19378102	0.4
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"North Carolina"	"37"	41	9535483	0.4
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"Ohio"	"39"	62	11536504	0.5
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"Oklahoma"	"40"	15	3751351	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"Oregon"	"41"	12	3831074	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"Pennsylvania"	"42"	49	12702379	0.4
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"Rhode Island"	"44"	10	1052567	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"South Carolina"	"45"	13	4625364	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"Tennessee"	"47"	28	6346105	0.4
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"Texas"	"48"	68	25145561	0.3
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"Virginia"	"51"	23	8001024	0.3
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"Washington"	"53"	26	6724540	0.4
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"West Virginia"	"54"	11	1852994	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia due to other Gram-negative organisms"	"A41.5"	"Wisconsin"	"55"	15	5686986	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Alabama"	"01"	821	4779736	17.2
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Alaska"	"02"	31	710231	4.4
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Arizona"	"04"	364	6392017	5.7
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Arkansas"	"05"	473	2915918	16.2
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"California"	"06"	1004	37253956	2.7
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Colorado"	"08"	301	5029196	6.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Connecticut"	"09"	557	3574097	15.6
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Delaware"	"10"	101	897934	11.2
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"District of Columbia"	"11"	80	601723	13.3
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Florida"	"12"	1698	18801310	9.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Georgia"	"13"	1304	9687653	13.5
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Hawaii"	"15"	121	1360301	8.9
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Idaho"	"16"	66	1567582	4.2
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Illinois"	"17"	1743	12830632	13.6
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Indiana"	"18"	823	6483802	12.7
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Iowa"	"19"	184	3046355	6.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Kansas"	"20"	306	2853118	10.7
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Kentucky"	"21"	676	4339367	15.6
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Louisiana"	"22"	796	4533372	17.6
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Maine"	"23"	119	1328361	9.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Maryland"	"24"	836	5773552	14.5
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Massachusetts"	"25"	724	6547629	11.1
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Michigan"	"26"	895	9883640	9.1
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Minnesota"	"27"	294	5303925	5.5
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Mississippi"	"28"	512	2967297	17.3
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Missouri"	"29"	651	5988927	10.9
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Montana"	"30"	69	989415	7.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Nebraska"	"31"	104	1826341	5.7
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Nevada"	"32"	304	2700551	11.3
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"New Hampshire"	"33"	98	1316470	7.4
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"New Jersey"	"34"	1585	8791894	18.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"New Mexico"	"35"	163	2059179	7.9
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"New York"	"36"	2035	19378102	10.5
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"North Carolina"	"37"	1234	9535483	12.9
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"North Dakota"	"38"	43	672591	6.4
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Ohio"	"39"	1359	11536504	11.8
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Oklahoma"	"40"	333	3751351	8.9
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Oregon"	"41"	196	3831074	5.1
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Pennsylvania"	"42"	2112	12702379	16.6
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Rhode Island"	"44"	134	1052567	12.7
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"South Carolina"	"45"	667	4625364	14.4
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"South Dakota"	"46"	59	814180	7.2
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Tennessee"	"47"	623	6346105	9.8
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Texas"	"48"	2969	25145561	11.8
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Utah"	"49"	126	2763885	4.6
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Vermont"	"50"	25	625741	4.0
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Virginia"	"51"	1306	8001024	16.3
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Washington"	"53"	346	6724540	5.1
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"West Virginia"	"54"	299	1852994	16.1
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Wisconsin"	"55"	372	5686986	6.5
	"Certain infectious and parasitic diseases"	"A00-B99"	"Septicaemia, unspecified"	"A41.9"	"Wyoming"	"56"	48	563626	8.5
	"Certain infectious and parasitic diseases"	"A00-B99"	"Legionnaires disease"	"A48.1"	"New York"	"36"	10	19378102	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Legionnaires disease"	"A48.1"	"Ohio"	"39"	12	11536504	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Legionnaires disease"	"A48.1"	"Pennsylvania"	"42"	11	12702379	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Legionnaires disease"	"A48.1"	"Texas"	"48"	10	25145561	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Staphylococcal infection, unspecified"	"A49.0"	"Arizona"	"04"	10	6392017	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Staphylococcal infection, unspecified"	"A49.0"	"California"	"06"	30	37253956	0.1
	"Certain infectious and parasitic diseases"	"A00-B99"	"Staphylococcal infection, unspecified"	"A49.0"	"Florida"	"12"	21	18801310	0.1
	"Certain infectious and parasitic diseases"	"A00-B99"	"Staphylococcal infection, unspecified"	"A49.0"	"Georgia"	"13"	22	9687653	0.2
	"Certain infectious and parasitic diseases"	"A00-B99"	"Staphylococcal infection, unspecified"	"A49.0"	"Illinois"	"17"	14	12830632	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Staphylococcal infection, unspecified"	"A49.0"	"Massachusetts"	"25"	14	6547629	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Staphylococcal infection, unspecified"	"A49.0"	"Minnesota"	"27"	13	5303925	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Staphylococcal infection, unspecified"	"A49.0"	"New Jersey"	"34"	12	8791894	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Staphylococcal infection, unspecified"	"A49.0"	"New York"	"36"	27	19378102	0.1
	"Certain infectious and parasitic diseases"	"A00-B99"	"Staphylococcal infection, unspecified"	"A49.0"	"North Carolina"	"37"	18	9535483	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Staphylococcal infection, unspecified"	"A49.0"	"Ohio"	"39"	17	11536504	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Staphylococcal infection, unspecified"	"A49.0"	"Pennsylvania"	"42"	21	12702379	0.2
	"Certain infectious and parasitic diseases"	"A00-B99"	"Staphylococcal infection, unspecified"	"A49.0"	"Tennessee"	"47"	12	6346105	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Staphylococcal infection, unspecified"	"A49.0"	"Texas"	"48"	20	25145561	0.1
	"Certain infectious and parasitic diseases"	"A00-B99"	"Staphylococcal infection, unspecified"	"A49.0"	"Virginia"	"51"	18	8001024	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Staphylococcal infection, unspecified"	"A49.0"	"Washington"	"53"	12	6724540	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Streptococcal infection, unspecified"	"A49.1"	"California"	"06"	14	37253956	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Streptococcal infection, unspecified"	"A49.1"	"New York"	"36"	13	19378102	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial infections of unspecified site"	"A49.8"	"California"	"06"	12	37253956	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Other bacterial infections of unspecified site"	"A49.8"	"New York"	"36"	27	19378102	0.1
	"Certain infectious and parasitic diseases"	"A00-B99"	"Bacterial infection, unspecified"	"A49.9"	"Alabama"	"01"	13	4779736	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Bacterial infection, unspecified"	"A49.9"	"Arizona"	"04"	15	6392017	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Bacterial infection, unspecified"	"A49.9"	"California"	"06"	25	37253956	0.1
	"Certain infectious and parasitic diseases"	"A00-B99"	"Bacterial infection, unspecified"	"A49.9"	"Connecticut"	"09"	10	3574097	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Bacterial infection, unspecified"	"A49.9"	"Florida"	"12"	31	18801310	0.2
	"Certain infectious and parasitic diseases"	"A00-B99"	"Bacterial infection, unspecified"	"A49.9"	"Georgia"	"13"	24	9687653	0.2
	"Certain infectious and parasitic diseases"	"A00-B99"	"Bacterial infection, unspecified"	"A49.9"	"Illinois"	"17"	32	12830632	0.2
	"Certain infectious and parasitic diseases"	"A00-B99"	"Bacterial infection, unspecified"	"A49.9"	"Indiana"	"18"	12	6483802	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Bacterial infection, unspecified"	"A49.9"	"Kentucky"	"21"	10	4339367	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Bacterial infection, unspecified"	"A49.9"	"Maryland"	"24"	22	5773552	0.4
	"Certain infectious and parasitic diseases"	"A00-B99"	"Bacterial infection, unspecified"	"A49.9"	"Massachusetts"	"25"	12	6547629	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Bacterial infection, unspecified"	"A49.9"	"Michigan"	"26"	20	9883640	0.2
	"Certain infectious and parasitic diseases"	"A00-B99"	"Bacterial infection, unspecified"	"A49.9"	"Nevada"	"32"	12	2700551	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Bacterial infection, unspecified"	"A49.9"	"New Jersey"	"34"	21	8791894	0.2
	"Certain infectious and parasitic diseases"	"A00-B99"	"Bacterial infection, unspecified"	"A49.9"	"New York"	"36"	59	19378102	0.3
	"Certain infectious and parasitic diseases"	"A00-B99"	"Bacterial infection, unspecified"	"A49.9"	"North Carolina"	"37"	15	9535483	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Bacterial infection, unspecified"	"A49.9"	"Ohio"	"39"	34	11536504	0.3
	"Certain infectious and parasitic diseases"	"A00-B99"	"Bacterial infection, unspecified"	"A49.9"	"Oregon"	"41"	12	3831074	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Bacterial infection, unspecified"	"A49.9"	"Pennsylvania"	"42"	33	12702379	0.3
	"Certain infectious and parasitic diseases"	"A00-B99"	"Bacterial infection, unspecified"	"A49.9"	"Texas"	"48"	44	25145561	0.2
	"Certain infectious and parasitic diseases"	"A00-B99"	"Bacterial infection, unspecified"	"A49.9"	"Virginia"	"51"	11	8001024	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	"California"	"06"	43	37253956	0.1
	"Certain infectious and parasitic diseases"	"A00-B99"	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	"Florida"	"12"	14	18801310	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	"Illinois"	"17"	16	12830632	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	"Massachusetts"	"25"	10	6547629	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	"Michigan"	"26"	16	9883640	Unreliable
	"Certain infectious and parasitic diseases"	"A00-B99"	"Creutzfeldt-Jakob disease - CJD"	"A81.0"	"Missouri"	"29"	10	5988927	Unreliable
