,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,United Nations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995190,Bahamas,,44,B,"1,112",636,737,"1,401","2,359","3,282","3,920","4,111","3,628","2,256","2,105","1,685","1,463","1,229",665,"1,065","31,654",553,315,365,730,"1,274","1,766","2,059","2,131","1,903","1,217","1,177",959,808,643,265,455,"16,620",559,321,372,671,"1,085","1,516","1,861","1,980","1,725","1,039",928,726,655,586,400,610,"15,034",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995191,Barbados,,52,B,890,"1,134","1,289","1,700","2,442","2,951","3,051","2,888","2,318","2,004","1,445","1,069",835,749,531,928,"26,224",472,562,630,836,"1,112","1,253","1,257","1,191",949,807,577,427,323,287,205,347,"11,235",418,572,659,864,"1,330","1,698","1,794","1,697","1,369","1,197",868,642,512,462,326,581,"14,989",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995192,British Virgin Islands,,92,B,437,509,520,501,864,"1,261","1,379","1,307","1,047",717,515,371,227,112,75,204,"10,046",216,249,251,235,408,614,683,664,548,376,269,193,123,61,41,103,"5,034",221,260,269,266,456,647,696,643,499,341,246,178,104,51,34,101,"5,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995193,Caribbean Netherlands,22,535,B,"2,235","1,449","2,534","2,691","2,241","2,917","4,258","4,792","4,926","4,408","3,163","2,441","1,559","1,176",752,716,"42,258","1,087",701,"1,227","1,289","1,037","1,300","1,859","2,061","2,095","1,885","1,364","1,061",670,602,446,146,"18,830","1,148",748,"1,307","1,402","1,204","1,617","2,399","2,731","2,831","2,523","1,799","1,380",889,574,306,570,"23,428",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995194,Cayman Islands,,136,C,532,824,854,607,"1,047","1,464","2,156","1,745","1,504","1,181",851,608,357,256,194,140,"14,320",285,400,438,279,538,714,"1,029",817,779,599,460,320,197,145,116,50,"7,166",247,424,416,328,509,750,"1,127",928,725,582,391,288,160,111,78,90,"7,154",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995195,Cuba,,192,B,376,353,651,672,761,669,765,"1,051","1,132","1,264","1,717","3,015","3,237","2,974","2,756","4,794","26,187",196,178,331,341,338,288,320,407,410,460,656,"1,287","1,628","1,691","1,546","2,482","12,559",180,175,320,331,423,381,445,644,722,804,"1,061","1,728","1,609","1,283","1,210","2,312","13,628",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995196,Curaçao,,531,B,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995197,Dominica,,212,B,431,489,363,275,228,212,200,176,158,117,111,88,73,61,52,87,"3,121",208,237,181,138,115,112,111,101,91,68,66,53,43,35,29,35,"1,623",223,252,182,137,113,100,89,75,67,49,45,35,30,26,23,52,"1,498",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995198,Dominican Republic,,214,B,"38,641","29,418","27,806","30,694","36,814","34,896","28,230","21,961","17,017","13,265","10,472","7,618","6,894","5,643","4,930","9,082","323,381","23,314","17,619","16,523","18,364","22,536","21,762","17,831","13,730","10,576","8,272","6,610","4,832","4,433","3,481","3,198","5,761","198,842","15,327","11,799","11,283","12,330","14,278","13,134","10,399","8,231","6,441","4,993","3,862","2,786","2,461","2,162","1,732","3,321","124,539",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995199,Grenada,,308,B,533,708,678,610,375,337,336,388,349,277,253,195,153,135,84,133,"5,544",270,355,353,308,193,159,142,183,164,129,131,98,88,73,45,55,"2,746",263,353,325,302,182,178,194,205,185,148,122,97,65,62,39,78,"2,798",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995200,Guadeloupe,23,312,B,"2,796","5,640","6,747","6,739","5,965","7,292","8,078","8,001","6,825","5,474","4,004","2,508","1,770","1,172",663,892,"74,566","1,483","2,925","3,418","3,388","2,897","3,386","3,664","3,696","3,198","2,637","2,017","1,295",975,678,294,297,"36,248","1,313","2,715","3,329","3,351","3,068","3,906","4,414","4,305","3,627","2,837","1,987","1,213",795,494,369,595,"38,318",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995201,Haiti,,332,B,"1,858","1,219",923,995,"1,447","1,952","2,392","2,592","2,400","2,021","1,609","1,250",875,437,218,270,"22,458","1,132",709,507,499,695,948,"1,226","1,509","1,488","1,229",946,718,503,252,127,147,"12,635",726,510,416,496,752,"1,004","1,166","1,083",912,792,663,532,372,185,91,123,"9,823",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995202,Jamaica,,388,B,"2,013","1,765","1,656","1,519","1,740","2,051","2,297","1,911","1,510","1,139",931,792,746,681,627,"1,335","22,713","1,056",921,860,777,880,940,"1,069",887,783,596,482,399,375,343,312,562,"11,242",957,844,796,742,860,"1,111","1,228","1,024",727,543,449,393,371,338,315,773,"11,471",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995203,Martinique,,474,B,"1,980","4,214","5,362","5,086","4,199","4,295","4,438","4,250","3,458","2,783","2,307","1,482",878,797,592,478,"46,599",994,"2,104","2,672","2,524","2,050","2,019","2,026","1,929","1,593","1,307","1,104",710,417,376,256,190,"22,271",986,"2,110","2,690","2,562","2,149","2,276","2,412","2,321","1,865","1,476","1,203",772,461,421,336,288,"24,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995204,Montserrat,,500,B,126,96,82,100,158,197,197,160,124,96,62,45,41,35,33,60,"1,612",63,49,43,52,83,103,103,83,64,50,33,24,24,19,16,16,825,63,47,39,48,75,94,94,77,60,46,29,21,17,16,17,44,787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995205,Puerto Rico,,630,B,"12,628","20,372","24,979","32,129","43,988","43,074","40,187","28,703","21,694","18,905","17,046","9,882","8,411","5,587","4,475","6,007","338,067","6,276","10,514","12,526","15,882","21,102","19,951","18,247","13,085","10,004","8,827","8,048","4,648","4,088","2,730","2,113","2,698","160,739","6,352","9,858","12,453","16,247","22,886","23,123","21,940","15,618","11,690","10,078","8,998","5,234","4,323","2,857","2,362","3,309","177,328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995206,Saint Kitts and Nevis,,659,B,332,391,452,332,296,347,338,315,262,233,199,187,159,129,112,164,"4,248",171,200,237,173,150,171,166,159,137,124,107,103,89,72,60,77,"2,196",161,191,215,159,146,176,172,156,125,109,92,84,70,57,52,87,"2,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995207,Saint Lucia,,662,B,512,730,662,585,571,742,805,641,487,276,241,199,204,195,121,181,"7,152",253,365,333,291,281,359,386,308,243,147,130,106,106,101,63,88,"3,560",259,365,329,294,290,383,419,333,244,129,111,93,98,94,58,93,"3,592",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995208,Saint Vincent and the Grenadines,,670,B,448,554,521,338,285,323,352,300,252,190,134,98,81,90,79,90,"4,135",224,277,260,169,139,151,162,143,126,95,64,47,40,45,37,32,"2,011",224,277,261,169,146,172,190,157,126,95,70,51,41,45,42,58,"2,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995209,Sint Maarten (Dutch part),,534,B,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995210,Trinidad and Tobago,,780,B,"1,459","1,352","1,391","1,539","1,929","2,251","2,524","2,813","2,838","2,562","2,195","2,183","2,903","4,217","5,531","8,307","45,994",686,628,639,691,837,930,989,"1,078","1,110","1,042",919,938,"1,273","2,122","2,970","4,451","21,303",773,724,752,848,"1,092","1,321","1,535","1,735","1,728","1,520","1,276","1,245","1,630","2,095","2,561","3,856","24,691",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995211,Turks and Caicos Islands,,796,B,575,597,545,478,614,838,864,785,571,376,251,207,165,70,52,51,"7,039",294,303,271,237,301,417,449,422,313,208,139,114,90,39,27,19,"3,643",281,294,274,241,313,421,415,363,258,168,112,93,75,31,25,32,"3,396",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995212,United States Virgin Islands,,850,B,"2,258","2,765","3,513","4,237","4,986","5,869","6,310","6,053","4,801","3,483","2,409","1,961","1,654","1,452","1,126","1,364","54,241","1,134","1,381","1,735","2,066","2,393","2,765","2,921","2,779","2,216","1,635","1,149",947,801,702,524,612,"25,760","1,124","1,384","1,778","2,171","2,593","3,104","3,389","3,274","2,585","1,848","1,260","1,014",853,750,602,752,"28,481",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995213,Central America,,916,,"121,762","140,746","114,723","116,346","129,418","127,626","112,254","95,424","75,453","58,821","49,637","38,957","33,014","26,769","23,557","34,409","1,298,916","61,519","70,455","56,532","54,876","60,607","60,382","54,762","47,700","38,021","30,168","26,182","20,955","17,602","14,496","12,325","16,662","643,244","60,243","70,291","58,191","61,470","68,811","67,244","57,492","47,724","37,432","28,653","23,455","18,002","15,412","12,273","11,232","17,747","655,672",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995214,Belize,,84,B R ,"1,082","2,103","3,005","3,444","3,891","3,893","3,535","3,056","2,573","1,962","1,472","1,046",795,587,440,562,"33,446",511,"1,010","1,466","1,719","1,974","1,996","1,846","1,655","1,434","1,108",836,593,456,338,254,316,"17,512",571,"1,093","1,539","1,725","1,917","1,897","1,689","1,401","1,139",854,636,453,339,249,186,246,"15,934",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995215,Costa Rica,,188,B R,"9,452","25,680","27,899","36,401","48,781","47,298","40,031","32,003","24,653","18,447","14,746","9,897","8,236","6,683","5,398","8,682","364,287","4,902","13,163","14,212","18,093","24,505","23,998","20,313","16,100","12,014","8,990","7,475","5,319","4,376","3,637","2,926","4,462","184,485","4,550","12,517","13,687","18,308","24,276","23,300","19,718","15,903","12,639","9,457","7,271","4,578","3,860","3,046","2,472","4,220","179,802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995216,El Salvador,,222,B R,"3,806","3,740","3,638","3,615","4,185","3,661","3,089","2,846","2,490","1,975","1,477","1,251","1,013",787,663,"1,301","39,537","1,913","1,972","1,844","1,656","1,895","1,593","1,392","1,256","1,167",878,679,599,462,375,343,540,"18,564","1,893","1,768","1,794","1,959","2,290","2,068","1,697","1,590","1,323","1,097",798,652,551,412,320,761,"20,973",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995217,Guatemala,,320,B R,"10,124","8,765","10,246","13,797","18,382","20,655","19,032","15,776","11,343","7,958","5,714","4,939","3,951","2,370","1,422","1,714","156,188","5,433","4,535","5,056","6,067","7,161","7,548","7,048","6,236","4,806","3,557","2,651","2,340","1,872","1,124",674,805,"66,913","4,691","4,230","5,190","7,730","11,221","13,107","11,984","9,540","6,537","4,401","3,063","2,599","2,079","1,246",748,909,"89,275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995218,Honduras,,340,B R,"7,219","8,802","13,940","18,014","20,019","19,683","15,953","11,630","8,161","6,311","5,332","4,932","3,946","2,367","1,420","1,713","149,442","3,239","3,874","6,043","7,644","8,621","9,552","8,959","7,067","5,037","3,901","3,292","3,037","2,431","1,459",875,"1,046","76,077","3,980","4,928","7,897","10,370","11,398","10,131","6,994","4,563","3,124","2,410","2,040","1,895","1,515",908,545,667,"73,365",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995219,Mexico,,484,B R,"85,349","81,250","49,699","35,502","27,155","23,681","21,191","20,923","18,200","15,747","15,671","13,056","11,735","11,036","11,772","16,582","458,549","43,127","40,616","24,721","16,926","13,021","11,430","10,562","10,758","9,406","8,317","8,409","6,945","6,135","5,902","5,901","7,413","229,589","42,222","40,634","24,978","18,576","14,134","12,251","10,629","10,165","8,794","7,430","7,262","6,111","5,600","5,134","5,871","9,169","228,960",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995220,Nicaragua,,558,B R,"3,156","7,656","2,917","1,509","1,236","1,359","1,503","1,559","1,431","1,136",849,618,511,385,285,509,"26,619","1,594","3,881","1,462",712,547,589,687,774,765,633,475,349,284,213,149,250,"13,364","1,562","3,775","1,455",797,689,770,816,785,666,503,374,269,227,172,136,259,"13,255",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995221,Panama,,591,B,"1,574","2,750","3,379","4,064","5,769","7,396","7,920","7,631","6,602","5,285","4,376","3,218","2,827","2,554","2,157","3,346","70,848",800,"1,404","1,728","2,059","2,883","3,676","3,955","3,854","3,392","2,784","2,365","1,773","1,586","1,448","1,203","1,830","36,740",774,"1,346","1,651","2,005","2,886","3,720","3,965","3,777","3,210","2,501","2,011","1,445","1,241","1,106",954,"1,516","34,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995222,South America,,931,,"92,435","127,240","150,386","177,204","228,402","276,235","311,882","339,642","363,080","341,035","331,300","298,754","292,577","280,892","224,409","405,551","4,241,024","47,167","64,617","75,501","87,450","110,414","134,061","154,174","170,446","184,448","175,502","171,615","155,726","149,494","143,237","109,886","176,095","2,109,833","45,268","62,623","74,885","89,754","117,988","142,174","157,708","169,196","178,632","165,533","159,685","143,028","143,083","137,655","114,523","229,456","2,131,191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995223,Argentina,,32,B,"11,431","28,458","37,623","50,673","78,687","99,029","109,247","114,861","128,997","124,167","130,927","120,212","122,797","123,655","100,812","213,493","1,595,069","5,848","14,385","18,735","24,279","36,371","45,389","50,500","53,878","61,759","60,591","64,601","59,588","58,474","61,115","47,640","89,874","753,027","5,583","14,073","18,888","26,394","42,316","53,640","58,747","60,983","67,238","63,576","66,326","60,624","64,323","62,540","53,172","123,619","842,042",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995224,Bolivia (Plurinational State of),,68,B,"7,304","8,624","7,546","7,708","8,517","8,325","7,234","6,501","5,414","4,299","3,453","2,480","2,006","1,456","1,104","1,627","83,598","3,779","4,429","3,834","3,840","4,207","4,124","3,611","3,351","2,897","2,363","1,883","1,319","1,062",769,557,781,"42,806","3,525","4,195","3,712","3,868","4,310","4,201","3,623","3,150","2,517","1,936","1,570","1,161",944,687,547,846,"40,792",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995225,Brazil,,76,B,"6,964","10,985","11,594","14,899","18,755","23,932","31,027","41,049","54,981","60,059","64,928","65,885","71,987","75,555","66,042","122,915","741,557","3,558","5,582","5,669","7,220","9,090","12,643","17,669","23,453","31,430","34,654","37,533","38,370","41,147","40,821","33,501","53,812","396,152","3,406","5,403","5,925","7,679","9,665","11,289","13,358","17,596","23,551","25,405","27,395","27,515","30,840","34,734","32,541","69,103","345,405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995226,Chile,,152,B,"7,024","10,113","13,983","12,283","14,061","14,328","12,224","10,462","8,694","7,005","5,941","4,844","4,545","4,269","3,796","8,845","142,417","3,581","5,085","7,044","6,159","6,637","6,584","5,810","5,100","4,297","3,479","3,047","2,568","2,385","2,203","1,870","3,783","69,632","3,443","5,028","6,939","6,124","7,424","7,744","6,414","5,362","4,397","3,526","2,894","2,276","2,160","2,066","1,926","5,062","72,785",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995227,Colombia,,170,B,"11,961","15,748","15,835","10,666","7,858","6,872","6,001","5,637","5,024","4,292","3,740","3,198","2,990","2,488","1,777","2,856","106,943","6,026","7,874","7,836","5,080","3,647","3,349","3,147","3,203","2,893","2,396","2,037","1,806","1,640","1,306",933,"1,493","54,666","5,935","7,874","7,999","5,586","4,211","3,523","2,854","2,434","2,131","1,896","1,703","1,392","1,350","1,182",844,"1,363","52,277",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995228,Ecuador,,218,B R,"7,762","8,697","9,751","9,997","10,385","10,136","10,404","10,254","8,881","7,044","5,837","4,315","3,545","2,827","2,019","3,239","115,093","4,025","4,425","4,846","4,859","4,953","4,837","5,057","5,127","4,522","3,704","3,164","2,354","1,882","1,445","1,032","1,647","57,879","3,737","4,272","4,905","5,138","5,432","5,299","5,347","5,127","4,359","3,340","2,673","1,961","1,663","1,382",987,"1,592","57,214",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,1995229,Falkland Islands (Malvinas),,238,B,52,46,41,53,80,105,110,99,79,59,43,34,26,15,9,17,868,29,26,24,30,44,57,59,54,47,39,31,26,19,11,7,7,510,23,20,17,23,36,48,51,45,32,20,12,8,7,4,2,10,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
